BOROUGH,LATITUDE,LONGITUDE,Filing Date,Issuance Date,Expiration Date,Permit Status,Job Type,Residential,Non-Profit,Owner's Business Name,Site Fill,Street Name
QUEENS,40.733469,-73.85756,2019-01-28,2019-01-28,2019-03-28,ISSUED,A2,YES,N,62-60 99TH STREET OWNER II LLC,NOT APPLICABLE,99TH STREET
MANHATTAN,40.75663,-73.968814,2019-01-28,2019-01-28,2019-05-01,ISSUED,A2,,N,244 E 52 OWNERS LLC,OFF-SITE,EAST 52ND STREET
BROOKLYN,40.625127,-73.99728,2018-10-16,2018-10-16,2019-10-16,ISSUED,A2,YES,N,,NOT APPLICABLE,NEW UTRECHT AVENUE
STATEN ISLAND,40.573427,-74.099112,2019-04-26,2019-04-26,2019-12-12,ISSUED,A2,YES,N,,NOT APPLICABLE,MASON AVENUE
QUEENS,40.761047,-73.827082,2018-10-16,2018-10-16,2019-10-16,ISSUED,A2,,N,PRIME GROWTH HOLDING LLC,NOT APPLICABLE,39TH AVENUE
QUEENS,40.757497,-73.897077,2018-10-16,2018-10-16,2019-06-02,ISSUED,A2,YES,N,,NOT APPLICABLE,70 STREET
QUEENS,40.755931,-73.804601,2019-04-29,2019-04-29,2019-05-08,ISSUED,A2,,N,,NOT APPLICABLE,162ND ST
QUEENS,40.772748,-73.91482,2019-01-28,2019-01-28,2019-11-26,ISSUED,DM,,N,MDM DEVELOPMENT GROUP LLC,ON-SITE,31ST STREET
BROOKLYN,40.737751,-73.955904,2019-01-28,2019-01-28,2019-09-30,ISSUED,A2,,N,99 COMMERCIAL STREET. INC.,NOT APPLICABLE,COMMERCIAL STREET
MANHATTAN,40.739167,-74.001119,2019-01-28,2019-01-28,2019-10-01,ISSUED,NB,YES,N,FPNY 14TH LLC,USE UNDER 300 CU.YD,WEST 14TH STREET
BROOKLYN,40.737751,-73.955904,2019-01-28,2019-01-29,2019-09-30,ISSUED,A3,,N,99 COMMERCIAL STREET. INC.,,COMMERCIAL STREET
QUEENS,40.77272,-73.914853,2019-01-28,2019-01-28,2019-11-26,ISSUED,DM,,N,MDM DEVELOPMENT GROUP LLC,ON-SITE,31ST STREET
BROOKLYN,40.675526,-73.970301,2019-04-29,2019-04-29,2019-07-10,ISSUED,A2,YES,N,20 PLAZA HOUSING CORP.,NOT APPLICABLE,PLAZA STREET EAST
QUEENS,40.697434,-73.791894,2018-10-16,2018-10-16,2019-06-02,ISSUED,A2,YES,N,,NOT APPLICABLE,GUY R BREWER BOULEVARD
STATEN ISLAND,40.505979,-74.223804,2018-10-16,2018-10-16,2019-10-16,ISSUED,NB,,N,BUTLER RICHARD LLC,USE UNDER 300 CU.YD,RICHARD AVENUE
BROOKLYN,40.672871,-73.959476,2019-05-02,2019-05-02,2019-12-11,ISSUED,A2,,N,ZEV JOHNS LLC,,ST JOHNS PLACE
MANHATTAN,40.725555,-73.983887,2019-05-06,2019-05-06,2019-05-28,ISSUED,A2,YES,N,PSC AVENUE A LLC,NOT APPLICABLE,AVENUE A
MANHATTAN,40.722517,-74.004055,2019-05-06,2019-05-06,2019-08-09,ISSUED,A3,,N,45 GRAND ST DEVELOPMENT LLC,,GRAND STREET
MANHATTAN,40.761574,-73.983962,2019-01-28,2019-01-28,2019-04-01,ISSUED,A2,,N,"PARAMOUNT GROUP, INC. A/A/F PGRE",NOT APPLICABLE,BROADWAY
BROOKLYN,40.67649,-73.972161,2018-10-16,2018-10-16,2019-02-20,ISSUED,A2,,N,"184 STERLING RESIDENCES, LLC",NOT APPLICABLE,STERLING PLACE
BROOKLYN,40.681349,-73.975497,2018-10-16,2018-10-16,2019-02-20,ISSUED,A2,YES,N,206 FLATBUSH LLC,NOT APPLICABLE,FLATBUSH AVE
BROOKLYN,40.679043,-74.010931,2019-01-28,2019-01-28,2019-05-20,ISSUED,A2,,N,DOWN UNDER PUBS LLC,NOT APPLICABLE,VAN BRUNT STREET
BROOKLYN,40.670809,-73.977408,2019-05-14,2019-05-14,2019-10-14,ISSUED,A2,YES,N,,NOT APPLICABLE,2 STREET
BROOKLYN,40.647363,-73.973467,2019-05-14,2019-05-22,2019-06-03,ISSUED,A2,YES,N,190 EAST 7TH STREET LLC,NOT APPLICABLE,EAST 7TH STREET
BROOKLYN,40.670696,-73.932881,2019-05-14,2019-05-14,2019-12-11,ISSUED,A1,YES,N,1365-1369 ST. JOHNS PLACE LLC,NOT APPLICABLE,ST. JOHNS PLACE
BROOKLYN,40.667069,-73.983696,2019-05-14,2019-05-14,2019-06-12,ISSUED,A2,YES,N,,NOT APPLICABLE,10TH STREET
QUEENS,40.72428,-73.879764,2019-05-14,2019-05-14,2019-06-10,ISSUED,A2,YES,N,,NOT APPLICABLE,79 STREET
MANHATTAN,40.780406,-73.98594,2019-05-14,2019-05-14,2019-10-30,ISSUED,A2,,N,HFZ 344 WEST 72ND STREET OWNER,,WEST 72ND STREET
MANHATTAN,40.723577,-73.999942,2019-05-14,2019-05-14,2019-09-29,ISSUED,A2,YES,N,,NOT APPLICABLE,SPRING STREET
QUEENS,40.747003,-73.949597,2018-10-16,2018-10-16,2018-10-24,ISSUED,A2,YES,N,GDC LIC OWNER LLC,NOT APPLICABLE,45TH ROAD
BROOKLYN,40.683049,-73.967824,2019-05-14,2019-05-14,2019-08-31,ISSUED,A2,,N,"VANDERBILT ASSOCIATES OWNER, L.P",NOT APPLICABLE,VANDERBILT AVENUE
BROOKLYN,40.683049,-73.967824,2019-05-14,2019-05-14,2019-08-31,ISSUED,A2,,N,"VANDERBILT ASSOCIATES OWNER, L.P",,VANDERBILT AVENUE
BROOKLYN,40.687974,-73.96144,2019-05-14,2019-05-14,2019-07-06,ISSUED,A2,YES,N,AKELIUS REAL ESTATE MANAGEMENT,NOT APPLICABLE,CLIFTON PLACE
MANHATTAN,40.780406,-73.98594,2019-05-14,2019-05-14,2019-10-30,ISSUED,A2,YES,N,HFZ 344 WEST 72ND STREET OWNER,NOT APPLICABLE,WEST 72ND STREET
MANHATTAN,40.751056,-73.982665,2019-05-15,2019-05-23,2019-12-31,ISSUED,A2,,N,WW PROJECT SWIFT DEVELOPMENT,NOT APPLICABLE,FIFTH AVENUE
QUEENS,40.759167,-73.809594,2019-05-15,2019-05-15,2019-10-13,ISSUED,A2,YES,N,LIBERTY 162 HOLDINGS LLC,NOT APPLICABLE,43 AVE
BROOKLYN,40.63477,-73.944933,2019-05-15,2019-05-15,2019-10-31,ISSUED,NB,YES,N,1565 NEW YORK LLC,USE UNDER 300 CU.YD,NEW YORK AVENUE
MANHATTAN,40.719191,-74.007493,2018-10-09,2018-10-17,2019-10-17,ISSUED,A2,,N,,,FRANKLIN STREET
QUEENS,40.758737,-73.864798,2018-10-16,2018-10-22,2019-10-22,ISSUED,NB,YES,N,32-43 104 STREET LLC,USE UNDER 300 CU.YD,104 STREET
QUEENS,40.758737,-73.864798,2018-10-16,2018-10-22,2019-03-07,ISSUED,NB,YES,N,32-43 104 STREET LLC,USE UNDER 300 CU.YD,104 STREET
MANHATTAN,40.739167,-74.001119,2019-01-28,2019-01-28,2019-10-01,ISSUED,NB,YES,N,FPNY 14TH LLC,USE UNDER 300 CU.YD,WEST 14TH STREET
BROOKLYN,40.706462,-73.931914,2019-01-28,2019-01-28,2019-06-23,ISSUED,A3,,N,LURE OUTDOOR,,MORGAN AVE
QUEENS,40.772668,-73.914918,2019-01-28,2019-01-28,2019-11-26,ISSUED,DM,,N,MDM DEVELOPMENT GROUP LLC,ON-SITE,31ST STREET
BROOKLYN,40.635662,-73.91306,2019-01-28,2019-01-28,2019-05-20,ISSUED,A2,,N,SANPEPPA'S JERK CHICKEN EXPRESS,NOT APPLICABLE,FLATLANDS AVENUE
BRONX,40.863332,-73.895058,2019-01-28,2019-01-28,2019-04-04,ISSUED,A2,YES,N,KELLEY ASSOCIATES LLC,NOT APPLICABLE,VALENTINE AVENUE
BROOKLYN,40.60509,-73.949527,2019-01-28,2019-01-28,2019-03-30,ISSUED,A2,YES,N,N A,NOT APPLICABLE,EAST 23 STREET
BRONX,40.883582,-73.829942,2018-10-16,2018-10-16,2019-05-14,ISSUED,A3,,N,2230-32 HOLLERS AVE LLC,,HOLLERS AVENUE
MANHATTAN,40.81183,-73.959175,2019-01-28,2019-01-31,2019-06-01,ISSUED,A2,YES,N,"123RD STREET INVESTORS , LLC",NOT APPLICABLE,WEST 123RD STREET
MANHATTAN,40.758465,-73.970914,2018-10-16,2018-10-17,2019-04-20,ISSUED,A2,,N,"BOSTON PROPERTIES, INC",NOT APPLICABLE,LEXINGTON AVENUE
QUEENS,40.758737,-73.864798,2018-10-16,2018-10-22,2019-03-07,ISSUED,NB,YES,N,32-43 104 STREET LLC,USE UNDER 300 CU.YD,104 STREET
BROOKLYN,40.631965,-74.000652,2019-01-28,2019-01-29,2019-02-01,ISSUED,A1,YES,N,,ON-SITE,58 STREET
QUEENS,40.752549,-73.826699,2019-01-28,2019-01-28,2019-09-12,ISSUED,A2,YES,N,CHERRY ASSOCIATES LLC,NOT APPLICABLE,CHERRY AVENUE
BRONX,40.869351,-73.8659,2019-01-28,2019-02-21,2019-03-05,ISSUED,A1,YES,N,WILLIAMSBRIDGE-3067 REALTY LLC,NOT APPLICABLE,WILLIAMSBRIDGE ROAD
QUEENS,40.740964,-73.895284,2019-01-28,2019-01-28,2019-12-07,ISSUED,A1,YES,N,,USE UNDER 300 CU.YD,44 AVE
BRONX,40.810329,-73.850239,2019-01-28,2019-01-28,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,BETTS AVENUE
MANHATTAN,40.753722,-73.972309,2018-10-16,2018-10-16,2019-10-16,ISSUED,A2,,N,SL GREEN REALTY CORP.,NOT APPLICABLE,THIRD AVENUE
MANHATTAN,40.753409,-73.990486,2019-01-28,2019-01-28,2019-02-26,ISSUED,A2,,N,240 WEST 37 LLC,NOT APPLICABLE,WEST 37TH STREET
QUEENS,40.718605,-73.739631,2019-01-28,2019-02-19,2019-05-15,ISSUED,A2,YES,N,,NOT APPLICABLE,216 STREET
QUEENS,40.767501,-73.908733,2019-01-28,2019-01-28,2019-05-21,ISSUED,A1,YES,N,,NOT APPLICABLE,43 STREET
MANHATTAN,40.754605,-73.967858,2018-10-16,2018-10-16,2019-04-28,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 50 STREET
QUEENS,40.773851,-73.926101,2019-01-28,2019-01-28,2019-03-02,ISSUED,A2,YES,N,"5 RAILROAD PLACE, LLC",NOT APPLICABLE,26 AVE
MANHATTAN,40.754035,-73.972056,2018-10-16,2018-10-16,2018-10-20,ISSUED,A2,,N,MEPT 757 THIRD AVENUE LLC,NOT APPLICABLE,THIRD AVENUE
BROOKLYN,40.601832,-74.004736,2019-01-28,2019-01-28,2019-03-29,ISSUED,A2,YES,N,,NOT APPLICABLE,19 AVE
QUEENS,40.703995,-73.908845,2019-01-28,2019-01-29,2019-05-19,ISSUED,A2,YES,N,ARM REAL ESTATE GROUP,NOT APPLICABLE,LINDEN ST
STATEN ISLAND,40.624569,-74.141008,2019-01-28,2019-01-28,2019-08-03,ISSUED,A1,,N,FOREST AVENUE GOURMET STORE,NOT APPLICABLE,FOREST AVENUE
QUEENS,40.666214,-73.851154,2019-01-28,2019-01-28,2019-09-02,ISSUED,A2,,N,HOWARD PLAZA REALTY,NOT APPLICABLE,153 AVENUE
QUEENS,40.724172,-73.744798,2019-01-28,2019-02-07,2019-11-17,ISSUED,NB,YES,N,"NAYCI FAMILY PROPERTIES, LLC",ON-SITE,216 STREET
MANHATTAN,40.740001,-74.007203,2018-10-16,2018-10-16,2019-10-16,ISSUED,A2,,N,GREENWAY MEWS REALTY LLC,,LITTLE WEST 12TH STREET
QUEENS,40.74373,-73.856286,2018-10-16,2018-10-16,2019-10-16,ISSUED,A2,YES,N,,NOT APPLICABLE,CORONA AVE
BRONX,40.839176,-73.858902,2019-01-28,2019-01-28,2019-06-21,ISSUED,A2,YES,N,PARKCHESTER SOUTH CONDO INC.,NOT APPLICABLE,METROPOLITAN AVENUE
BROOKLYN,40.706462,-73.931914,2019-01-28,2019-01-28,2019-06-23,ISSUED,A3,,N,LURE OUTDOOR,,MORGAN AVE
MANHATTAN,40.747072,-73.991068,2019-01-28,2019-02-01,2019-11-27,ISSUED,A2,,N,BRISAM WEST 29 LLC,NOT APPLICABLE,WEST 29TH STREET
BROOKLYN,40.706462,-73.931914,2019-01-28,2019-01-28,2019-06-23,ISSUED,A3,,N,LURE OUTDOOR,,MORGAN AVE
BROOKLYN,40.670572,-73.878974,2019-05-15,2019-05-15,2019-11-01,ISSUED,A2,YES,N,,NOT APPLICABLE,BERRIMAN STREET
BROOKLYN,40.63477,-73.944933,2019-05-15,2019-05-15,2019-10-31,ISSUED,NB,YES,N,1565 NEW YORK LLC,USE UNDER 300 CU.YD,NEW YORK AVENUE
BROOKLYN,40.63477,-73.944933,2019-05-15,2019-05-15,2019-10-31,ISSUED,NB,YES,N,1565 NEW YORK LLC,USE UNDER 300 CU.YD,NEW YORK AVENUE
BROOKLYN,40.712285,-73.964001,2019-05-15,2019-05-15,2019-10-19,ISSUED,A1,YES,N,MEADOW PARTNERS,NOT APPLICABLE,SOUTH 4TH STREET
QUEENS,40.75917,-73.809619,2019-05-15,2019-05-15,2019-10-13,ISSUED,A2,YES,N,LIBERTY 162 HOLDINGS LLC,NOT APPLICABLE,43 AVE
QUEENS,40.770685,-73.827623,2019-05-15,2019-05-15,2019-09-06,ISSUED,A2,YES,N,FIRST MANAGEMENT CORP.,NOT APPLICABLE,31ST ROAD
QUEENS,40.749508,-73.883331,2019-05-15,2019-05-15,2019-09-06,ISSUED,A2,YES,N,FIRST MANAGEMENT CORP.,NOT APPLICABLE,83RD STREET
MANHATTAN,40.765959,-73.957337,2017-05-16,2017-05-16,2018-05-16,ISSUED,A2,YES,N,SLATE PROPERTY GROUP,NOT APPLICABLE,FIRST AVENUE
BROOKLYN,40.607094,-73.964724,2019-05-15,2019-05-15,2019-08-31,ISSUED,A2,YES,N,1717 EAST 8 ST LLC,NOT APPLICABLE,EAST 8TH STREET
MANHATTAN,40.716874,-73.989676,2019-03-26,2019-03-26,2019-11-11,ISSUED,A2,YES,N,,NOT APPLICABLE,GRAND STREET
QUEENS,40.770717,-73.828836,2019-05-15,2019-05-15,2019-09-06,ISSUED,A2,YES,N,FIRST MANAGEMENT CORP.,NOT APPLICABLE,31ST ROAD
QUEENS,40.770708,-73.828317,2019-05-15,2019-05-15,2019-09-06,ISSUED,A2,YES,N,FIRST MANAGEMENT CORP.,NOT APPLICABLE,31ST ROAD
MANHATTAN,40.752531,-74.007616,2019-05-15,2019-05-15,2019-11-22,ISSUED,A2,,N,TERMINAL FEE OWNER LP,NOT APPLICABLE,12TH AVENUE
MANHATTAN,40.716874,-73.989676,2019-03-26,2019-03-26,2019-11-11,ISSUED,A2,,Y,,,GRAND STREET
QUEENS,40.724229,-73.870838,2019-05-15,2019-05-15,2019-11-22,ISSUED,A2,YES,N,,NOT APPLICABLE,84 PLACE
BROOKLYN,40.595887,-73.9497,2019-05-15,2019-05-15,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,E 21ST STREET
BROOKLYN,40.63592,-73.899541,2019-03-26,2019-03-26,2019-05-19,ISSUED,A2,YES,N,9110 AVENUE L LLC.,NOT APPLICABLE,AVENUE L
BROOKLYN,40.61851,-73.950158,2019-05-15,2019-05-15,2019-07-06,ISSUED,DM,,N,3428 BEDFORD LLC,USE UNDER 300 CU.YD,BEDFORD AVE
BROOKLYN,40.611383,-73.926987,2019-05-15,2019-05-15,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,COLEMAN STREET
QUEENS,40.680284,-73.82789,2019-05-15,2019-05-15,2019-06-15,ISSUED,A2,YES,N,PARS CONSTRUCTION,NOT APPLICABLE,112TH STREET
QUEENS,40.698667,-73.786105,2019-03-26,2019-03-26,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,108TH AVE
BRONX,40.902118,-73.846712,2018-10-09,2018-10-09,2018-10-21,ISSUED,A2,YES,N,,NOT APPLICABLE,HOXIE STREET
QUEENS,40.755388,-73.886927,2019-01-28,2019-01-28,2019-07-28,ISSUED,A2,,N,ALZATE&HOYOS CORP.,NOT APPLICABLE,NORTHERN BOULEVARD
QUEENS,40.755388,-73.886927,2019-01-28,2019-01-28,2019-07-28,ISSUED,A2,,N,ALZATE&HOYOS CORP.,NOT APPLICABLE,NORTHERN BOULEVARD
BROOKLYN,40.696499,-73.932404,2019-01-28,2019-01-28,2019-06-27,ISSUED,A2,YES,N,,NOT APPLICABLE,WILLOUGHBY AVENUE
QUEENS,40.707925,-73.78438,2019-01-28,2019-01-28,2019-03-18,ISSUED,A2,YES,N,ZARA REALTY HOLDING CORP,OFF-SITE,JAMAICA AVENUE
QUEENS,40.707924,-73.78424,2019-01-28,2019-01-28,2019-03-18,ISSUED,A2,YES,N,ZARA REALTY HOLDING CORP,OFF-SITE,JAMAICA AVENUE
QUEENS,40.595255,-73.782137,2019-02-20,2019-02-20,2019-06-15,ISSUED,A2,YES,N,OFFICE OF VP DISASTER RECOVERY,NOT APPLICABLE,BEACH CHANNEL DRIVE
QUEENS,40.68438,-73.845568,2019-01-28,2019-01-28,2019-02-21,ISSUED,A2,YES,N,101 WOODHAVEN CO,NOT APPLICABLE,101 AVENUE
QUEENS,40.707924,-73.784233,2019-01-28,2019-01-28,2019-03-18,ISSUED,A2,YES,N,ZARA REALTY HOLDING CORP,OFF-SITE,JAMAICA AVENUE
MANHATTAN,40.724743,-73.997341,2019-01-28,2019-01-28,2019-04-17,ISSUED,A2,,N,"584 BROADWAY LLC, C/O OLMSTEAD P",,BROADWAY
QUEENS,40.707924,-73.784225,2019-01-28,2019-01-28,2019-03-18,ISSUED,A2,YES,N,ZARA REALTY HOLDING CORP,OFF-SITE,JAMAICA AVENUE
MANHATTAN,40.802637,-73.957151,2019-01-28,2019-01-28,2019-09-17,ISSUED,A2,YES,N,,NOT APPLICABLE,WEST 113TH STREET
MANHATTAN,40.771865,-73.955665,2019-01-28,2019-01-28,2019-05-22,ISSUED,A2,YES,N,MANCHANDA GROUP LLC,NOT APPLICABLE,EAST 77 STREET
MANHATTAN,40.771865,-73.955665,2019-01-28,2019-01-28,2019-05-22,ISSUED,A2,YES,N,MANCHANDA GROUP LLC,NOT APPLICABLE,EAST 77 STREET
QUEENS,40.746987,-73.831095,2019-01-28,2019-01-28,2019-03-06,ISSUED,A2,YES,N,,NOT APPLICABLE,134 ST
BROOKLYN,40.655397,-74.006577,2019-01-28,,2019-04-26,IN PROCESS,A2,,N,H&W REALTY 888 LLC,NOT APPLICABLE,3 AVENUE
STATEN ISLAND,40.544597,-74.181735,2019-01-28,2019-01-28,2019-08-04,ISSUED,A2,,Y,MESSIAH EVANGELICAL LUTHERAN CHU,NOT APPLICABLE,JEFFERSON BLVD.
QUEENS,40.74747,-73.90653,2019-01-28,2019-01-28,2019-03-04,ISSUED,A2,YES,N,"PSD57ST, LLC",NOT APPLICABLE,57 ST
QUEENS,40.684285,-73.822186,2019-01-28,2019-01-28,2019-05-13,ISSUED,A2,YES,N,,NOT APPLICABLE,120 STREET
MANHATTAN,40.761042,-73.971176,2019-01-28,2019-01-28,2019-03-31,ISSUED,A2,YES,N,C/O CARTER LEDYARD & MILBURN LLP,NOT APPLICABLE,PARK AVENUE
QUEENS,40.684285,-73.822186,2019-01-28,2019-01-28,2019-05-13,ISSUED,A2,YES,N,,NOT APPLICABLE,120 STREET
MANHATTAN,40.713964,-74.008686,2019-01-28,2019-01-28,2019-03-05,ISSUED,A2,YES,N,"THRUCON PROPERTIES, LTD.",NOT APPLICABLE,CHURCH STREET
QUEENS,40.75255,-73.762396,2019-01-28,2019-01-28,2019-11-13,ISSUED,A2,YES,N,,USE UNDER 300 CU.YD,54 AVENUE
MANHATTAN,40.761042,-73.971176,2019-01-28,2019-01-28,2019-03-31,ISSUED,A2,,N,C/O CARTER LEDYARD & MILBURN LLP,,PARK AVENUE
BROOKLYN,40.640388,-74.004482,2019-01-28,2019-01-28,2019-04-07,ISSUED,A3,,N,,,8 AVE
MANHATTAN,40.766737,-73.961387,2019-01-28,2019-01-31,2019-02-27,ISSUED,A2,,N,"RUDIN MGMT CO., INC",,EAST 68TH STREET
QUEENS,40.718085,-73.736383,2019-01-28,2019-01-28,2019-08-20,ISSUED,A2,,N,,NOT APPLICABLE,JAMAICA AVE
QUEENS,40.718085,-73.736383,2019-01-28,2019-01-28,2019-08-20,ISSUED,A2,,N,,NOT APPLICABLE,JAMAICA AVE
QUEENS,40.707924,-73.784218,2019-01-28,2019-01-28,2019-03-18,ISSUED,A2,YES,N,ZARA REALTY HOLDING CORP,OFF-SITE,JAMAICA AVENUE
BROOKLYN,40.618921,-74.027116,2019-01-28,2019-01-28,2019-03-29,ISSUED,A2,YES,N,,NOT APPLICABLE,GELSTON AV
BRONX,40.89902,-73.866925,2018-10-09,2018-10-09,2019-10-09,ISSUED,NB,,N,NYC SCA,,EAST 237TH STREET
BRONX,40.81456,-73.909604,2018-10-16,2018-10-16,2019-10-16,ISSUED,A2,YES,N,ABBOTT ASSOCIATES LLC,NOT APPLICABLE,TRINITY AVENUE
QUEENS,40.707924,-73.784211,2019-01-28,2019-01-28,2019-03-18,ISSUED,A2,YES,N,ZARA REALTY HOLDING CORP,OFF-SITE,JAMAICA AVENUE
BROOKLYN,40.692602,-73.993231,2019-01-28,2019-01-28,2019-05-24,ISSUED,A2,YES,N,150 JORALEMON ST OWNERS CORP,NOT APPLICABLE,CLINTON STREET
QUEENS,40.74747,-73.90653,2019-01-28,2019-01-28,2019-03-04,ISSUED,A2,YES,N,"PSD57ST, LLC",NOT APPLICABLE,57 ST
QUEENS,40.757399,-73.903545,2019-01-28,2019-01-28,2019-05-02,ISSUED,A3,,N,GIANDON REALTY INC,,31 AVE
QUEENS,40.74747,-73.90653,2019-01-28,2019-01-28,2019-03-04,ISSUED,A2,YES,N,"PSD57ST, LLC",NOT APPLICABLE,57 ST
QUEENS,40.710389,-73.768805,2019-01-28,2019-01-29,2019-08-04,ISSUED,DM,,N,,USE UNDER 300 CU.YD,WOODHULL AVE
MANHATTAN,40.741827,-73.997312,2019-05-15,2019-05-15,2019-12-03,ISSUED,A2,YES,N,MIDWOOD INVESTMENT & DEVELOPMENT,NOT APPLICABLE,7TH AVENUE
MANHATTAN,40.775363,-73.957713,2019-03-20,2019-03-20,2019-04-03,ISSUED,A2,YES,N,165 E. 80TH LLC,NOT APPLICABLE,EAST 80TH STREET
BROOKLYN,40.620261,-74.033608,2019-05-20,2019-05-20,2019-06-16,ISSUED,A2,YES,N,,NOT APPLICABLE,91 STREET
BROOKLYN,40.700431,-73.939902,2019-01-28,2019-01-28,2019-04-24,ISSUED,A2,,N,,NOT APPLICABLE,FAYETTE STREET
MANHATTAN,40.721046,-73.993766,2019-01-28,2019-01-28,2019-07-01,ISSUED,A2,,N,190 BOWERY OWNER LLC,NOT APPLICABLE,BOWERY
MANHATTAN,40.77995,-73.96156,2019-01-28,2019-01-29,2019-10-15,ISSUED,A2,YES,N,CAMHY-LEVINE APARTMENT,NOT APPLICABLE,FIFTH AVENUE
MANHATTAN,40.721323,-73.997987,2019-01-28,2019-01-28,2019-12-03,ISSUED,A2,,N,200 LAFAYETTE STREET LLC,NOT APPLICABLE,LAFAYETTE ST
MANHATTAN,40.767746,-73.967668,2019-01-28,2019-01-28,2019-09-13,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 66TH STREET
BRONX,40.823756,-73.819934,2019-01-28,2019-01-28,2019-12-05,ISSUED,A2,,N,ASHKENAZY ACQUISITION CORP,NOT APPLICABLE,EAST TREMONT AVENUE
BROOKLYN,40.639945,-73.985184,2019-03-26,2019-03-26,2019-06-01,ISSUED,A1,,Y,CONGREGATION KEDISHAS AHARON,NOT APPLICABLE,39TH STREET
MANHATTAN,40.787901,-73.980962,2019-03-26,2019-03-26,2019-08-10,ISSUED,A2,YES,N,110-118 TENANTS CORP.,NOT APPLICABLE,RIVERSIDE DR.
BRONX,40.823756,-73.819934,2019-01-28,2019-01-28,2019-12-05,ISSUED,A2,,N,ASHKENAZY ACQUISITION CORP,,EAST TREMONT AVENUE
MANHATTAN,40.767746,-73.967668,2019-01-28,2019-01-28,2019-09-13,ISSUED,A2,,N,,,EAST 66TH STREET
MANHATTAN,40.753187,-73.987209,2019-01-28,2019-01-28,2019-03-07,ISSUED,A2,,N,EMPIRE STATE REALTY TRUST,NOT APPLICABLE,BROADWAY
BROOKLYN,40.668304,-73.880968,2019-01-28,2019-02-15,2019-06-22,ISSUED,A2,YES,N,HPD,NOT APPLICABLE,DUMONT AVENUE
MANHATTAN,40.768837,-73.962537,2019-01-28,2019-01-28,2019-03-17,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 70TH STREET
MANHATTAN,40.736963,-73.988713,2019-01-28,2019-01-28,2019-07-01,ISSUED,A2,,N,SL GREEN REALTY CORP.,NOT APPLICABLE,PARK AVENUE SOUTH
MANHATTAN,40.736963,-73.988713,2019-01-28,2019-01-28,2019-07-01,ISSUED,A2,,N,SL GREEN REALTY CORP.,,PARK AVENUE SOUTH
MANHATTAN,40.787901,-73.980962,2019-03-26,2019-03-26,2019-08-10,ISSUED,A2,YES,N,110-118 TENANTS CORP.,NOT APPLICABLE,RIVERSIDE DR.
MANHATTAN,40.729898,-73.994144,2019-01-28,2019-01-28,2019-10-05,ISSUED,A2,,Y,NEW YORK UNIVERSITY,NOT APPLICABLE,MERCER STREET
MANHATTAN,40.748585,-73.977115,2019-01-28,2019-01-28,2019-02-20,ISSUED,A2,YES,N,CFWZ REALTY LLC,NOT APPLICABLE,EAST 38 STREET
MANHATTAN,40.729898,-73.994144,2019-01-28,2019-01-28,2019-10-05,ISSUED,A2,,Y,NEW YORK UNIVERSITY,,MERCER STREET
BROOKLYN,40.672377,-73.863534,2019-01-28,2019-01-28,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,ELDERT LANE
QUEENS,40.738914,-73.873376,2019-01-28,2019-01-28,2019-04-07,ISSUED,A2,YES,N,,NOT APPLICABLE,52 AVE
BRONX,40.850156,-73.844948,2019-01-28,2019-02-06,2019-06-26,ISSUED,A2,,N,MONTEFIORE MEDICAL CENTER,NOT APPLICABLE,EASTCHESTER ROAD
MANHATTAN,40.745381,-74.005836,2019-03-26,2019-03-26,2019-04-27,ISSUED,A2,YES,N,"TENTH AVENUE ASSOCIATES, LLC",NOT APPLICABLE,10TH AVENUE
QUEENS,40.69394,-73.75404,2019-01-28,2019-01-28,2019-06-30,ISSUED,A2,,N,AT&T MOBILITY,NOT APPLICABLE,LINDEN BOULEVARD
QUEENS,40.747661,-73.883746,2019-01-28,2019-03-05,2019-11-20,ISSUED,A2,,N,JUNE BADA LLC,NOT APPLICABLE,ROOSEVELT AVENUE
QUEENS,40.735238,-73.756717,2019-01-28,2019-01-28,2019-04-02,ISSUED,NB,YES,N,,ON-SITE,215 STREET
MANHATTAN,40.740001,-74.007203,2018-10-16,2018-10-16,2019-10-16,ISSUED,A2,,N,GREENWAY MEWS REALTY LLC,NOT APPLICABLE,LITTLE WEST 12TH STREET
BROOKLYN,40.674609,-73.873274,2019-01-28,2019-01-28,2019-08-03,ISSUED,A2,YES,N,PLATINIUM MAILHOUSE INC.,NOT APPLICABLE,CHESTNUT STREET
MANHATTAN,40.743486,-73.982559,2019-01-28,2019-01-28,2019-03-29,ISSUED,A2,,N,THE SALON REALTY CORPORATION,,EAST 29TH STREET
MANHATTAN,40.772496,-73.963311,2019-01-28,2019-01-28,2019-03-01,ISSUED,A2,,N,,,PARK AVENUE
